sku_id,source_asset_id,duplicate_group_id,class_id,split,image_path,label_path,source_sha256,box_algorithm_version,parameters_hash
7771260681935,0510490c6d0473fd2b0e852749e300dcae031c3a7e68909e15dd46e1a81296e1,3989d934ba29ddf1912bf303315e4769da286a534bb0edc2270b8d52a6f01058,0,train,images/train/0510490c6d0473fd2b0e852749e300dcae031c3a7e68909e15dd46e1a81296e1.jpg,labels/train/0510490c6d0473fd2b0e852749e300dcae031c3a7e68909e15dd46e1a81296e1.txt,3989d934ba29ddf1912bf303315e4769da286a534bb0edc2270b8d52a6f01058,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
9001111,05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277,4fa5af1a7146bbe9bba0fe87790cfd56f48a98226a0bd39ecaf0f4e8f03e5d94,0,train,images/train/05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277.jpg,labels/train/05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277.txt,4fa5af1a7146bbe9bba0fe87790cfd56f48a98226a0bd39ecaf0f4e8f03e5d94,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7770000420087,05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984,e2b2cc7e46d469aba7f8b20e725e55827f1aa22243290504142866fcd8e88200,0,train,images/train/05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984.jpg,labels/train/05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984.txt,e2b2cc7e46d469aba7f8b20e725e55827f1aa22243290504142866fcd8e88200,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7801235148115,0610159f1f696d4ed9f5eb62a9ac4524b37932011e0b6c3317c3ac205d468c4e,020bf1ded60574d229a991cc5258e32c8e15e83cb89020e80767e15ae05b2986,0,val,images/val/0610159f1f696d4ed9f5eb62a9ac4524b37932011e0b6c3317c3ac205d468c4e.jpg,labels/val/0610159f1f696d4ed9f5eb62a9ac4524b37932011e0b6c3317c3ac205d468c4e.txt,020bf1ded60574d229a991cc5258e32c8e15e83cb89020e80767e15ae05b2986,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7509552982725,06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6,9707947dcfac3b6839c451ce954a88609350935ebfa06a3a67511f669c08221d,0,train,images/train/06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6.jpg,labels/train/06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6.txt,9707947dcfac3b6839c451ce954a88609350935ebfa06a3a67511f669c08221d,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7506306254374,076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884,1913368f8f5f1f66294780612ae9fc3d7b64eafc9ca2bfa7aaa538f08fe4111d,0,train,images/train/076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884.jpg,labels/train/076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884.txt,1913368f8f5f1f66294780612ae9fc3d7b64eafc9ca2bfa7aaa538f08fe4111d,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7792070053910,077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5,cbaf66d3f9e609ba90a8fa0d00e448fc2092e4517fdecb0d3a8d802e726665fd,0,train,images/train/077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5.jpg,labels/train/077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5.txt,cbaf66d3f9e609ba90a8fa0d00e448fc2092e4517fdecb0d3a8d802e726665fd,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7771260763341,078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0,4671f070f8783b06f981d3a3c1525a57c9b5aa2ff8687f360e6a38e36ed9318c,0,train,images/train/078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0.jpg,labels/train/078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0.txt,4671f070f8783b06f981d3a3c1525a57c9b5aa2ff8687f360e6a38e36ed9318c,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7702032553778,07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad,e2dc272df8d505aae0e4673e4fc9a94c41d56e44ca38898c51bfc6e9d5780b5e,0,train,images/train/07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad.jpg,labels/train/07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad.txt,e2dc272df8d505aae0e4673e4fc9a94c41d56e44ca38898c51bfc6e9d5780b5e,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7896058597370,080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0,791edb0f0594098c06ff2a313bc4453ffa6a49376aac83fdc5f3caed48e3e555,0,train,images/train/080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0.jpg,labels/train/080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0.txt,791edb0f0594098c06ff2a313bc4453ffa6a49376aac83fdc5f3caed48e3e555,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
3501118,083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7,63455251accaffa8b0e7f30044536a3afc42be450c8f1f923a48849bdb64ac81,0,train,images/train/083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7.jpg,labels/train/083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7.txt,63455251accaffa8b0e7f30044536a3afc42be450c8f1f923a48849bdb64ac81,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7896042048598,08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe,43e3e5e17bf77836bc1d6e9cb21faba559cb810bb09ad1f91934ecd273587058,0,train,images/train/08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe.jpg,labels/train/08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe.txt,43e3e5e17bf77836bc1d6e9cb21faba559cb810bb09ad1f91934ecd273587058,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
0799192522895,09b000d00506d664d86511f56d1dca1f3a8e3f631d5018b3bf2302bf013e7a9c,31f98df0f83b94bb6b566b7f040b8bced0dee07ce4617d67a76df313e480f753,0,test,images/test/09b000d00506d664d86511f56d1dca1f3a8e3f631d5018b3bf2302bf013e7a9c.jpg,labels/test/09b000d00506d664d86511f56d1dca1f3a8e3f631d5018b3bf2302bf013e7a9c.txt,31f98df0f83b94bb6b566b7f040b8bced0dee07ce4617d67a76df313e480f753,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7503037746222,09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1,3a580ef520fcd48e8ae9b9b4b3ce051cdc7a1153b00e3b350ed03b3f6b14a656,0,train,images/train/09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1.jpg,labels/train/09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1.txt,3a580ef520fcd48e8ae9b9b4b3ce051cdc7a1153b00e3b350ed03b3f6b14a656,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7702007216103,09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee,11de52158b1737e7f6cd70b24454368d80d2118bf1fca08285433bd3176cb4a9,0,train,images/train/09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee.jpg,labels/train/09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee.txt,11de52158b1737e7f6cd70b24454368d80d2118bf1fca08285433bd3176cb4a9,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
8809686120260,0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654,91b6a4a79b422fd13795693f604afba6171ddce8f2e462dac010a464f96ebd2f,0,train,images/train/0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654.jpg,labels/train/0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654.txt,91b6a4a79b422fd13795693f604afba6171ddce8f2e462dac010a464f96ebd2f,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7798178800777,0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d,57e4895ae88388690a58974e30c6871cd98c16205620e56d3d62e147baf84fbe,0,train,images/train/0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d.jpg,labels/train/0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d.txt,57e4895ae88388690a58974e30c6871cd98c16205620e56d3d62e147baf84fbe,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7798178800593,0ac6d17a093c5841120a1532ba8a07a7e8ed40ed51235c6a838e6bef3ead71c1,0c41e2143c6a00ea854d59e43b77164254d6f568fe21b34946246386ec7baa81,0,train,images/train/0ac6d17a093c5841120a1532ba8a07a7e8ed40ed51235c6a838e6bef3ead71c1.jpg,labels/train/0ac6d17a093c5841120a1532ba8a07a7e8ed40ed51235c6a838e6bef3ead71c1.txt,0c41e2143c6a00ea854d59e43b77164254d6f568fe21b34946246386ec7baa81,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7772314690026,0af651375d2efc9247dde3bbb96dba59e9b27698bc58d1ba6a8823d1b5bd0d39,60b2f04d2253ec6129c9eb35e6ec5938f79ac275da8b61e272dc89d659125fe6,0,test,images/test/0af651375d2efc9247dde3bbb96dba59e9b27698bc58d1ba6a8823d1b5bd0d39.jpg,labels/test/0af651375d2efc9247dde3bbb96dba59e9b27698bc58d1ba6a8823d1b5bd0d39.txt,60b2f04d2253ec6129c9eb35e6ec5938f79ac275da8b61e272dc89d659125fe6,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7896115703577,0b3dcbfb13b1611a9b083b930da83d55750e4b30fcba9951e8891239c469a366,9c66356980a893e051d3bcc0ad6c627f30d77428669464f0ef598ec919308bf3,0,val,images/val/0b3dcbfb13b1611a9b083b930da83d55750e4b30fcba9951e8891239c469a366.jpg,labels/val/0b3dcbfb13b1611a9b083b930da83d55750e4b30fcba9951e8891239c469a366.txt,9c66356980a893e051d3bcc0ad6c627f30d77428669464f0ef598ec919308bf3,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7770108960133,0b5606d4ebb8c06af139c2779356206caa615337d88c24725287b4726675801a,f88a279de82634c71773d46186a73137ba83d31fd9175f416a707f0449ada9f9,0,train,images/train/0b5606d4ebb8c06af139c2779356206caa615337d88c24725287b4726675801a.jpg,labels/train/0b5606d4ebb8c06af139c2779356206caa615337d88c24725287b4726675801a.txt,f88a279de82634c71773d46186a73137ba83d31fd9175f416a707f0449ada9f9,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7798186033594,0b6f0cea238109aced06cd36359875694d46699ff5ecbe71b556f7976a1e7b9b,f9b31324fb694248041ff4edd03ce7ac4d04b3dcc039d75e54368765b1d981b0,0,test,images/test/0b6f0cea238109aced06cd36359875694d46699ff5ecbe71b556f7976a1e7b9b.jpg,labels/test/0b6f0cea238109aced06cd36359875694d46699ff5ecbe71b556f7976a1e7b9b.txt,f9b31324fb694248041ff4edd03ce7ac4d04b3dcc039d75e54368765b1d981b0,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
6941696107885,0c1b9960c69d5b3ccde4f6ca938b7dbfdb10b75e09334c1aa6662dd382b3fafa,1ba1dc1a050711582072c336c3cb5208b9f5aff6636be2d7174cac3be0908de3,0,test,images/test/0c1b9960c69d5b3ccde4f6ca938b7dbfdb10b75e09334c1aa6662dd382b3fafa.jpg,labels/test/0c1b9960c69d5b3ccde4f6ca938b7dbfdb10b75e09334c1aa6662dd382b3fafa.txt,1ba1dc1a050711582072c336c3cb5208b9f5aff6636be2d7174cac3be0908de3,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7773400002709,0c35f1faeaab779a404e3a5ec7a3820dde14ce049cf0390c6707a62b2568b5f3,af68c73286717bfee141020aeff59f577008c34f14a1aa9b5fcddde54b21243c,0,val,images/val/0c35f1faeaab779a404e3a5ec7a3820dde14ce049cf0390c6707a62b2568b5f3.jpg,labels/val/0c35f1faeaab779a404e3a5ec7a3820dde14ce049cf0390c6707a62b2568b5f3.txt,af68c73286717bfee141020aeff59f577008c34f14a1aa9b5fcddde54b21243c,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
77890332,0c75af3cccae99dc9faa49875d6659d472248bba2b21283d5938e9f6b8399718,7a96eac9d022f1f0b46735aff09c198bd3fc77edddda9ddff37d3e66d7cf26ee,0,train,images/train/0c75af3cccae99dc9faa49875d6659d472248bba2b21283d5938e9f6b8399718.jpg,labels/train/0c75af3cccae99dc9faa49875d6659d472248bba2b21283d5938e9f6b8399718.txt,7a96eac9d022f1f0b46735aff09c198bd3fc77edddda9ddff37d3e66d7cf26ee,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7771257660639,0c8d9bc09accee6664fcf9106bec16d14478b6c5e89b33fdbb24dbe051c1d223,4ed8da595bdc06fa1dfde899d551900b8f627a37abf2343e6f0983d32f1fc211,0,val,images/val/0c8d9bc09accee6664fcf9106bec16d14478b6c5e89b33fdbb24dbe051c1d223.jpg,labels/val/0c8d9bc09accee6664fcf9106bec16d14478b6c5e89b33fdbb24dbe051c1d223.txt,4ed8da595bdc06fa1dfde899d551900b8f627a37abf2343e6f0983d32f1fc211,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
9000969,0ccc53ce0f4b04f75fbfda67a23c842582a3720fe5f86cd3dd9a7a3ddd141ff6,5e075f9ba194c69647e1324f2895295e82b5984e678adcbe619dbd847af739f6,0,train,images/train/0ccc53ce0f4b04f75fbfda67a23c842582a3720fe5f86cd3dd9a7a3ddd141ff6.jpg,labels/train/0ccc53ce0f4b04f75fbfda67a23c842582a3720fe5f86cd3dd9a7a3ddd141ff6.txt,5e075f9ba194c69647e1324f2895295e82b5984e678adcbe619dbd847af739f6,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7896115704314,0d8c72f092edb93f36dc32a25b7223de9339dfba39ac8e341ec056540b9ea32c,327bf540ac54516f74c9c2b64561f4ba2574f42c4f81e655e946d095264e1762,0,val,images/val/0d8c72f092edb93f36dc32a25b7223de9339dfba39ac8e341ec056540b9ea32c.jpg,labels/val/0d8c72f092edb93f36dc32a25b7223de9339dfba39ac8e341ec056540b9ea32c.txt,327bf540ac54516f74c9c2b64561f4ba2574f42c4f81e655e946d095264e1762,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7798178801415,0ea5593c44a519551602f2e682601b968eeeb5127fbb690e026fd0c53adc06db,222b2ecdb3ff244e202c5d6c55d6b3809df615a96a2a9ecfa8133c7751f1e118,0,train,images/train/0ea5593c44a519551602f2e682601b968eeeb5127fbb690e026fd0c53adc06db.jpg,labels/train/0ea5593c44a519551602f2e682601b968eeeb5127fbb690e026fd0c53adc06db.txt,222b2ecdb3ff244e202c5d6c55d6b3809df615a96a2a9ecfa8133c7751f1e118,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7804621470821,0eb51cbb654b0cc7d30d0b97bb344e9a3988f0b3190dac4dcac007f522dd56f6,776c8eb660f3e3295914b355e12f6807235becb587f657f7723eb466b9398313,0,train,images/train/0eb51cbb654b0cc7d30d0b97bb344e9a3988f0b3190dac4dcac007f522dd56f6.jpg,labels/train/0eb51cbb654b0cc7d30d0b97bb344e9a3988f0b3190dac4dcac007f522dd56f6.txt,776c8eb660f3e3295914b355e12f6807235becb587f657f7723eb466b9398313,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7909930024939,0ec968dadd895e266ab9d60bbb122ac72fbf0940012ab4d7329f84d6f01f2072,00ff73ef081f3b0e8bc30ebc465d4e02ad89041d075e7b7b6f6855a1ae125612,0,train,images/train/0ec968dadd895e266ab9d60bbb122ac72fbf0940012ab4d7329f84d6f01f2072.jpg,labels/train/0ec968dadd895e266ab9d60bbb122ac72fbf0940012ab4d7329f84d6f01f2072.txt,00ff73ef081f3b0e8bc30ebc465d4e02ad89041d075e7b7b6f6855a1ae125612,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7779970831312,0f4ab1c1aa39b01af5a5ebe9bcde1361ffad5676576d7e658c1943223abd81e8,036a1cc1aa5f0909dc4337db810f0707028c03b4d26aaa648a751a590a178210,0,train,images/train/0f4ab1c1aa39b01af5a5ebe9bcde1361ffad5676576d7e658c1943223abd81e8.jpg,labels/train/0f4ab1c1aa39b01af5a5ebe9bcde1361ffad5676576d7e658c1943223abd81e8.txt,036a1cc1aa5f0909dc4337db810f0707028c03b4d26aaa648a751a590a178210,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7702032553785,0f70ed2a1b83789ec7e9761765ef6902ad35ea7728cd4acc9a6c4789c117b1a1,c584a26fcd15238e70810a1d758a55ba549c4059283756b913fe50bc3e93d317,0,train,images/train/0f70ed2a1b83789ec7e9761765ef6902ad35ea7728cd4acc9a6c4789c117b1a1.jpg,labels/train/0f70ed2a1b83789ec7e9761765ef6902ad35ea7728cd4acc9a6c4789c117b1a1.txt,c584a26fcd15238e70810a1d758a55ba549c4059283756b913fe50bc3e93d317,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
7792070002192,0faebb767d90ed4e799114c35526851f4ebf304607f214b65e4146ac17be9e38,b942fd931b522db2937f013d2e0621c40144630a71728b7330aa6ba3c9f17d81,0,train,images/train/0faebb767d90ed4e799114c35526851f4ebf304607f214b65e4146ac17be9e38.jpg,labels/train/0faebb767d90ed4e799114c35526851f4ebf304607f214b65e4146ac17be9e38.txt,b942fd931b522db2937f013d2e0621c40144630a71728b7330aa6ba3c9f17d81,pixel-extremes-v1,87f64e55aa7b63804c03badb8d3cf038c7f8a2bdff322bf6a983acd6697d72a0
