source_asset_id,sku_id,product_name,description,source_name,product_page_url,image_url,retrieved_at,retrieval_run_id,http_status,content_type,scraper_version,sha256,duplicate_group_id,width_px,height_px,image_mode,background_mode,rights_status,acceptance_status,rejection_reason,local_path
0362f9268cdfa0ae11785322d6445e2c67f1279be79b27793fba6dd2e6ef6d17,7896058259797,Obleas Rellenas Con Mani Bon O Bon Original X 105G,Obleas Rellenas Con Mani Bon O Bon Original X 105G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7896058259797,https://amarket.com.bo/cdn/shop/files/7896058259797_1200x1200.jpg?v=1787204764,2026-08-21T02:13:50.022217+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,79278190eb4738457a57a7e2063cfb80f7ced8bc0664112838dc11807b82909c,79278190eb4738457a57a7e2063cfb80f7ced8bc0664112838dc11807b82909c,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7896058259797_79278190eb47.jpg
041831833afebcd07f320b298f057fce90084b95d710114def865c2f0b773954,9000975,Bombillas Corrugadas Plásticos Carmen X 100 Unidades,DescripciónLas Bombillas Corrugadas Plásticos Carmen (100 unidades) son pajillas plásticas diseñadas para beber diferentes tipos de bebidas de forma cómoda. Su diseño corrugado permite flexibilidad en la parte superior facilitando el uso en vasos o recipientes de distintas alturas. Son una opción práctica para eventos,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/9000975,https://amarket.com.bo/cdn/shop/files/9000975_1200x1200.jpg?v=1787203703,2026-08-21T02:22:42.674248+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,5905e7761b21b0d1ccd6c328b8897403906b6f60888376e085ce1d965c7185fe,5905e7761b21b0d1ccd6c328b8897403906b6f60888376e085ce1d965c7185fe,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\9000975_5905e7761b21.jpg
041f3849fe260b99bbf4a05b102fb13e92826c3b7c9634f2319dacdd2869b7ba,7898930142630,Salsa Tomate Salsaretti A La Bolognesa X 300G,Salsa Tomate Salsaretti A La Bolognesa X 300G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7898930142630,https://amarket.com.bo/cdn/shop/files/7898930142630_1200x1200.jpg?v=1787205214,2026-08-21T02:19:26.586873+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,84b3032d2f9fd08742429ca75eecaeb2584f297da38d2cd5afdb5b8b8ca8db1c,84b3032d2f9fd08742429ca75eecaeb2584f297da38d2cd5afdb5b8b8ca8db1c,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7898930142630_84b3032d2f9f.jpg
0510490c6d0473fd2b0e852749e300dcae031c3a7e68909e15dd46e1a81296e1,7771260681935,Mini Torta Helada Delizia Maracuyá X 850Ml,DescripciónMini Torta Helada de crema sabor leche condensada y maracuyá con inclusión de masa bizcochuelo y salsa de maracuyá. Decorado con crema chantilly.,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7771260681935,https://amarket.com.bo/cdn/shop/files/7771260681935_1200x1200.jpg?v=1787204774,2026-08-21T02:01:14.771706+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,3989d934ba29ddf1912bf303315e4769da286a534bb0edc2270b8d52a6f01058,3989d934ba29ddf1912bf303315e4769da286a534bb0edc2270b8d52a6f01058,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7771260681935_3989d934ba29.jpg
05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277,9001111,Fridosa Bife Especial Envasado Al Vacio,Fridosa Bife Especial Envasado Al Vacio,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/9001111,https://amarket.com.bo/cdn/shop/files/9001111_1200x1200.jpg?v=1787205946,2026-08-21T02:23:02.345775+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,4fa5af1a7146bbe9bba0fe87790cfd56f48a98226a0bd39ecaf0f4e8f03e5d94,4fa5af1a7146bbe9bba0fe87790cfd56f48a98226a0bd39ecaf0f4e8f03e5d94,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\9001111_4fa5af1a7146.jpg
05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984,7770000420087,Bofe De Res Nutribarf Liofilizado X 50G,Descripción:El Bofe de Res Liofilizado Nutribarf es un snack natural elaborado con 100% bofe de res procesado mediante liofilización para conservar su sabor aroma y propiedades nutricionales. Su textura ligera y porosa lo convierte en una opción versátil fácil de trocear y altamente atractiva para los perros. Gracias a,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7770000420087,https://amarket.com.bo/cdn/shop/files/7770000420087_1200x1200.jpg?v=1787206196,2026-08-21T01:56:54.983846+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,e2b2cc7e46d469aba7f8b20e725e55827f1aa22243290504142866fcd8e88200,e2b2cc7e46d469aba7f8b20e725e55827f1aa22243290504142866fcd8e88200,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7770000420087_e2b2cc7e46d4.jpg
0610159f1f696d4ed9f5eb62a9ac4524b37932011e0b6c3317c3ac205d468c4e,7801235148115,Jurel En Salsa Tomate San José Lata X 425G,Jurel En Salsa Tomate San José Lata X 425G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7801235148115,https://amarket.com.bo/cdn/shop/files/7801235148115_1200x1200.jpg?v=1780379808,2026-08-21T02:10:58.310685+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,020bf1ded60574d229a991cc5258e32c8e15e83cb89020e80767e15ae05b2986,020bf1ded60574d229a991cc5258e32c8e15e83cb89020e80767e15ae05b2986,1000,1000,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7801235148115_020bf1ded605.jpg
06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6,7509552982725,Brillo Labial Vogue Boombastic Tono Explosiva X 6.8Ml,Descripción:El Brillo Labial Vogue Boombastic proporciona un efecto de volumen instantáneo con un acabado ultra brillante que realza la apariencia natural de los labios. Su fórmula genera una sensación de calor al aplicarse ofreciendo un efecto voluminizador visible y una textura cómoda para lucir unos labios con mayor,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7509552982725,https://amarket.com.bo/cdn/shop/files/7509552982725_1200x1200.jpg?v=1784787781,2026-08-21T01:54:58.548020+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,9707947dcfac3b6839c451ce954a88609350935ebfa06a3a67511f669c08221d,9707947dcfac3b6839c451ce954a88609350935ebfa06a3a67511f669c08221d,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7509552982725_9707947dcfac.jpg
076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884,7506306254374,Desodorante Aerosol Dove Clinical Tono Uniforme X 150Ml,Desodorante Aerosol Dove Clinical Tono Uniforme X 150Ml,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7506306254374,https://amarket.com.bo/cdn/shop/files/7506306254374_1200x1200.jpg?v=1778305953,2026-08-21T01:53:27.050843+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,1913368f8f5f1f66294780612ae9fc3d7b64eafc9ca2bfa7aaa538f08fe4111d,1913368f8f5f1f66294780612ae9fc3d7b64eafc9ca2bfa7aaa538f08fe4111d,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7506306254374_1913368f8f5f.jpg
077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5,7792070053910,Aceitunas Verdes Nucete Relleno Con Cebolla X 330G,Aceitunas Verdes Nucete Relleno Con Cebolla X 330G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7792070053910,https://amarket.com.bo/cdn/shop/files/7792070053910_1200x1200.jpg?v=1787205207,2026-08-21T02:08:48.083943+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,cbaf66d3f9e609ba90a8fa0d00e448fc2092e4517fdecb0d3a8d802e726665fd,cbaf66d3f9e609ba90a8fa0d00e448fc2092e4517fdecb0d3a8d802e726665fd,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7792070053910_cbaf66d3f9e6.jpg
078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0,7771260763341,Jugo De La Granja Sabor Pomelo X 2L,Jugo De La Granja Sabor Pomelo X 2L,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7771260763341,https://amarket.com.bo/cdn/shop/files/7771260763341_1200x1200.jpg?v=1787204241,2026-08-21T02:01:32.883371+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,4671f070f8783b06f981d3a3c1525a57c9b5aa2ff8687f360e6a38e36ed9318c,4671f070f8783b06f981d3a3c1525a57c9b5aa2ff8687f360e6a38e36ed9318c,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7771260763341_4671f070f878.jpg
07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad,7702032553778,Mezcla Para Preparar Cappucino Colcafe Vainilla X 108G,Mezcla Para Preparar Cappucino Colcafe Vainilla X 108G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7702032553778,https://amarket.com.bo/cdn/shop/files/7702032553778_1200x1200.jpg?v=1787205047,2026-08-21T01:56:30.272687+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,e2dc272df8d505aae0e4673e4fc9a94c41d56e44ca38898c51bfc6e9d5780b5e,e2dc272df8d505aae0e4673e4fc9a94c41d56e44ca38898c51bfc6e9d5780b5e,1000,1000,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7702032553778_e2dc272df8d5.jpg
080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0,7896058597370,Regaliz Ácido Dori Sabor Yogurt Tubo X 17G,Regaliz Ácido Dori Sabor Yogurt Tubo X 17G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7896058597370,https://amarket.com.bo/cdn/shop/files/7896058597370_1200x1200.jpg?v=1782799695,2026-08-21T02:14:36.392394+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,791edb0f0594098c06ff2a313bc4453ffa6a49376aac83fdc5f3caed48e3e555,791edb0f0594098c06ff2a313bc4453ffa6a49376aac83fdc5f3caed48e3e555,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7896058597370_791edb0f0594.jpg
083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7,3501118,Set Collar + Par De Aretes Narcissa,Set Collar + Par De Aretes Narcissa,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/3501118,https://amarket.com.bo/cdn/shop/files/3501118_1200x1200.jpg?v=1787205507,2026-08-21T01:50:44.582086+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,63455251accaffa8b0e7f30044536a3afc42be450c8f1f923a48849bdb64ac81,63455251accaffa8b0e7f30044536a3afc42be450c8f1f923a48849bdb64ac81,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\3501118_63455251acca.jpg
08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe,7896042048598,Secador De Ensalada Plasutil  Gris X 4L,Secador De Ensalada Plasutil Gris X 4L,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7896042048598,https://amarket.com.bo/cdn/shop/files/7896042048598_1200x1200.jpg?v=1787204077,2026-08-21T02:13:40.042144+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,43e3e5e17bf77836bc1d6e9cb21faba559cb810bb09ad1f91934ecd273587058,43e3e5e17bf77836bc1d6e9cb21faba559cb810bb09ad1f91934ecd273587058,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7896042048598_43e3e5e17bf7.jpg
09b000d00506d664d86511f56d1dca1f3a8e3f631d5018b3bf2302bf013e7a9c,0799192522895,Nacho Nax Sabor Limón X 40G,Nacho Nax Sabor Limón X 40G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/0799192522895,https://amarket.com.bo/cdn/shop/files/0799192522895_1200x1200.jpg?v=1777442076,2026-08-21T01:48:08.540271+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,31f98df0f83b94bb6b566b7f040b8bced0dee07ce4617d67a76df313e480f753,31f98df0f83b94bb6b566b7f040b8bced0dee07ce4617d67a76df313e480f753,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\0799192522895_31f98df0f83b.jpg
09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1,7503037746222,Refresco En Polvo Zuko Sabor Maracuya X 13G,Mezcla en polvo para preparar bebida instantánea sabor a maracuyá.,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7503037746222,https://amarket.com.bo/cdn/shop/files/7503037746222_1200x1200.jpg?v=1787204830,2026-08-21T01:53:02.205168+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,3a580ef520fcd48e8ae9b9b4b3ce051cdc7a1153b00e3b350ed03b3f6b14a656,3a580ef520fcd48e8ae9b9b4b3ce051cdc7a1153b00e3b350ed03b3f6b14a656,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7503037746222_3a580ef520fc.jpg
09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee,7702007216103,Mezcla En Polvo Choco Listo Chocolate Frasco X 300G,Mezcla En Polvo Choco Listo Chocolate Frasco X 300G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7702007216103,https://amarket.com.bo/cdn/shop/files/7702007216103_1200x1200.jpg?v=1787205042,2026-08-21T01:55:39.380942+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,11de52158b1737e7f6cd70b24454368d80d2118bf1fca08285433bd3176cb4a9,11de52158b1737e7f6cd70b24454368d80d2118bf1fca08285433bd3176cb4a9,1000,1000,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7702007216103_11de52158b17.jpg
0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654,8809686120260,Serum Izeze Hyper Caa Cica X 30Ml,DescripciónEl Serum Izeze Hyper CAA Cica es un sérum facial coreano diseñado para calmar hidratar y fortalecer la piel sensible. Su fórmula combina Centella Asiática (Cica) con el complejo patentado Antifect ayudando a reducir irritaciones mejorar la barrera cutánea y mantener la piel equilibrada. Su textura ligera se,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/8809686120260,https://amarket.com.bo/cdn/shop/files/8809686120260_1200x1200.jpg?v=1787203460,2026-08-21T02:21:37.342325+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,91b6a4a79b422fd13795693f604afba6171ddce8f2e462dac010a464f96ebd2f,91b6a4a79b422fd13795693f604afba6171ddce8f2e462dac010a464f96ebd2f,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\8809686120260_91b6a4a79b42.jpg
0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d,7798178800777,Malvaviscos Buffys Twister Sabor Fresa Bolsa X 200G,Malvaviscos Buffys Twister Sabor Fresa Bolsa X 200G,AMARKET,https://amarket.com.bo/collections/lo-nuevo/products/7798178800777,https://amarket.com.bo/cdn/shop/files/7798178800777_1200x1200.jpg?v=1787205902,2026-08-21T02:09:51.912822+00:00,59f35c31-a86c-44d9-adbe-e27e1d03b535,200,image/jpeg,1.0.0,57e4895ae88388690a58974e30c6871cd98c16205620e56d3d62e147baf84fbe,57e4895ae88388690a58974e30c6871cd98c16205620e56d3d62e147baf84fbe,1200,1200,RGB,UNIFORM_RGB,REDISTRIBUTION_PROHIBITED,ACCEPTED,,data\raw\amarket_full\7798178800777_57e4895ae883.jpg
