source_asset_id,sku_id,split,source_sha256,source_image_relative_path,mask_method,x0,y0,x1,y1,cutout_width,cutout_height,foreground_pixels,cutout_sha256,cutout_relative_path,category,metadata_status,status,rejection_reason
05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277,9001111,train,4fa5af1a7146bbe9bba0fe87790cfd56f48a98226a0bd39ecaf0f4e8f03e5d94,images/train/05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277.jpg,rgb,118,270,1081,1030,963,760,553468,a661b9ef2f4968272fa6750e6fcba752c9e350b90ceda5382d61b55f789442fb,cutouts/05614bf137e042fb165895562168f2006f009dfe279f5995b9d3414673b8e277.png,,OK,accepted,
05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984,7770000420087,train,e2b2cc7e46d469aba7f8b20e725e55827f1aa22243290504142866fcd8e88200,images/train/05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984.jpg,rgb,276,163,940,1044,664,881,458452,f971cbab30d9b708cef85ac5d4d0889645b7c1d290063b589a53260488925dd0,cutouts/05db1e8a70aee544e6bee0e56259af246776859d590634ef8f43506a5ddfe984.png,,OK,accepted,
06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6,7509552982725,train,9707947dcfac3b6839c451ce954a88609350935ebfa06a3a67511f669c08221d,images/train/06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6.jpg,rgb,457,105,712,1113,255,1008,240184,60a5b479d157d122cca5d24b6173fcb36aa964ca2664277ae4eb6379c3ff9b31,cutouts/06afe6653f792a8dfad0475f26ac833eb6cba7fb3ea0ffbc8a6652c48cdc60c6.png,,OK,accepted,
076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884,7506306254374,train,1913368f8f5f1f66294780612ae9fc3d7b64eafc9ca2bfa7aaa538f08fe4111d,images/train/076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884.jpg,rgb,459,77,726,1131,267,1054,86658,45b50215a275b2aba12d283fca153389ae51cb4bd7fcab3496e40692b61146a5,cutouts/076d7fc54e4157662c469deb5c14550022fdf992528941033797da172507f884.png,,OK,accepted,
077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5,7792070053910,train,cbaf66d3f9e609ba90a8fa0d00e448fc2092e4517fdecb0d3a8d802e726665fd,images/train/077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5.jpg,rgb,437,171,762,1025,325,854,256416,39c43b4b65cc3cbab8dff2fdf21809b881e6f7ca445768b51316a2b9e0f95353,cutouts/077a778a9e2af1bad08fbdcd1c17d11c10bbed6fa5c91dd263a29335fda2ced5.png,,OK,accepted,
078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0,7771260763341,train,4671f070f8783b06f981d3a3c1525a57c9b5aa2ff8687f360e6a38e36ed9318c,images/train/078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0.jpg,rgb,456,107,724,1062,268,955,205781,4483ccf38a7bf98e1579c4b901dd7ec9a99dd4c1cfb8f62eb72d9efe18604ee1,cutouts/078accf22c9d521bbbc1338119115abef5674a7a63fdf1c3cb60acfb4dc14bf0.png,,OK,accepted,
07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad,7702032553778,train,e2dc272df8d505aae0e4673e4fc9a94c41d56e44ca38898c51bfc6e9d5780b5e,images/train/07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad.jpg,rgb,286,86,714,916,428,830,324545,923f3032fdea4d470f0e5a6c828ff7347e79d254391c870d73c43f45121c68b9,cutouts/07b7b3d879fa639d076ef0cfe5afe39471def0c4e5606c5f7e52010a906c71ad.png,,OK,accepted,
080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0,7896058597370,train,791edb0f0594098c06ff2a313bc4453ffa6a49376aac83fdc5f3caed48e3e555,images/train/080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0.jpg,rgb,454,104,746,1096,292,992,258026,7a263c0a8273e7c826a95360a6687b757a617da123488932f58e395c30d2d4db,cutouts/080ef647f9df979e0d618763ce1708e225da9cac17d74fe91c73dce383b196d0.png,,OK,accepted,
083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7,3501118,train,63455251accaffa8b0e7f30044536a3afc42be450c8f1f923a48849bdb64ac81,images/train/083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7.jpg,rgb,166,115,992,1076,826,961,224262,26191b77fe6b9843b4afbde7d43f2ebc7c97aebf48f631885299c96add8e393e,cutouts/083d39212b401b492a05d2e5a5a0c150ab1325ec8ea2021b11e985a2492728e7.png,,OK,accepted,
08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe,7896042048598,train,43e3e5e17bf77836bc1d6e9cb21faba559cb810bb09ad1f91934ecd273587058,images/train/08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe.jpg,rgb,202,261,999,939,797,678,363694,995bcfdc4d66c9880e3f23e5d838165b7f0cf343e9ed1e4e5240e3fc959e0955,cutouts/08a2c876840319e054b696c7f92fb9d013586b2ab765387ee77ecc8e291d1cfe.png,,OK,accepted,
09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1,7503037746222,train,3a580ef520fcd48e8ae9b9b4b3ce051cdc7a1153b00e3b350ed03b3f6b14a656,images/train/09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1.jpg,rgb,224,98,977,1105,753,1007,674478,e45c3914105375510713bf786ca3e5dae82fe26a91e7cd2cf00844a26ed8723d,cutouts/09ddc1e5e8e821eed11714042f86a71cb85aad28cf338e7281b119185ab99fb1.png,,OK,accepted,
09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee,7702007216103,train,11de52158b1737e7f6cd70b24454368d80d2118bf1fca08285433bd3176cb4a9,images/train/09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee.jpg,rgb,303,103,704,898,401,795,272127,dda194c00393606cff592e3eb12bd7339cae584f9d24a8401f767a2c2c027739,cutouts/09ea0d7d6c37e6af02755ee824c9f792881932efe1118ec04a69a080e428d9ee.png,,OK,accepted,
0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654,8809686120260,train,91b6a4a79b422fd13795693f604afba6171ddce8f2e462dac010a464f96ebd2f,images/train/0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654.jpg,rgb,495,121,705,1079,210,958,91862,5c3c77829c484050f4b49cadc6cc4276dd3a336bf1a19b6a90169670e041fb1a,cutouts/0a328325e7dffd8bdd040703c5d269759dd98f9b5fe9317ba849713e50b69654.png,,OK,accepted,
0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d,7798178800777,train,57e4895ae88388690a58974e30c6871cd98c16205620e56d3d62e147baf84fbe,images/train/0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d.jpg,rgb,290,164,892,1046,602,882,496731,f767687b26350012855787079ae2af78638a37795dacb302ec2ad98f8aac0b59,cutouts/0a5f3dc921fa91be8053dfed008b9d0190faf693c07a0a67ea541cb2c854329d.png,,OK,accepted,
0ac6d17a093c5841120a1532ba8a07a7e8ed40ed51235c6a838e6bef3ead71c1,7798178800593,train,0c41e2143c6a00ea854d59e43b77164254d6f568fe21b34946246386ec7baa81,images/train/0ac6d17a093c5841120a1532ba8a07a7e8ed40ed51235c6a838e6bef3ead71c1.jpg,rgb,293,161,889,1035,596,874,488464,d575b6bf978a8087cee28f7b2803bca42657b37e284a9655ae1582eae5ab5c49,cutouts/0ac6d17a093c5841120a1532ba8a07a7e8ed40ed51235c6a838e6bef3ead71c1.png,,OK,accepted,
0b5606d4ebb8c06af139c2779356206caa615337d88c24725287b4726675801a,7770108960133,train,f88a279de82634c71773d46186a73137ba83d31fd9175f416a707f0449ada9f9,images/train/0b5606d4ebb8c06af139c2779356206caa615337d88c24725287b4726675801a.jpg,rgb,362,173,767,1014,405,841,309183,f5c888c3a79bb1dfadc207b8d00701a25565c28b5f31709245cec56fa09f622d,cutouts/0b5606d4ebb8c06af139c2779356206caa615337d88c24725287b4726675801a.png,,OK,accepted,
0c75af3cccae99dc9faa49875d6659d472248bba2b21283d5938e9f6b8399718,77890332,train,7a96eac9d022f1f0b46735aff09c198bd3fc77edddda9ddff37d3e66d7cf26ee,images/train/0c75af3cccae99dc9faa49875d6659d472248bba2b21283d5938e9f6b8399718.jpg,rgb,182,262,995,954,813,692,396449,3e2d2384a8f580ae43ca3746d7fed9e58ba48591b06e49333d09afda22d11253,cutouts/0c75af3cccae99dc9faa49875d6659d472248bba2b21283d5938e9f6b8399718.png,,OK,accepted,
0ccc53ce0f4b04f75fbfda67a23c842582a3720fe5f86cd3dd9a7a3ddd141ff6,9000969,train,5e075f9ba194c69647e1324f2895295e82b5984e678adcbe619dbd847af739f6,images/train/0ccc53ce0f4b04f75fbfda67a23c842582a3720fe5f86cd3dd9a7a3ddd141ff6.jpg,rgb,297,233,909,932,612,699,294559,df88b36be415dc2748e71e2d5206e13494c1c0a85a917d24bb5bff0d526ca175,cutouts/0ccc53ce0f4b04f75fbfda67a23c842582a3720fe5f86cd3dd9a7a3ddd141ff6.png,,OK,accepted,
0ea5593c44a519551602f2e682601b968eeeb5127fbb690e026fd0c53adc06db,7798178801415,train,222b2ecdb3ff244e202c5d6c55d6b3809df615a96a2a9ecfa8133c7751f1e118,images/train/0ea5593c44a519551602f2e682601b968eeeb5127fbb690e026fd0c53adc06db.jpg,rgb,231,410,962,842,731,432,187570,fb8991a660f2b8f778925ff6655105fc61ce0aed83eeac46df566a4934ad6780,cutouts/0ea5593c44a519551602f2e682601b968eeeb5127fbb690e026fd0c53adc06db.png,,OK,accepted,
0eb51cbb654b0cc7d30d0b97bb344e9a3988f0b3190dac4dcac007f522dd56f6,7804621470821,train,776c8eb660f3e3295914b355e12f6807235becb587f657f7723eb466b9398313,images/train/0eb51cbb654b0cc7d30d0b97bb344e9a3988f0b3190dac4dcac007f522dd56f6.jpg,rgb,169,282,850,733,681,451,270502,19aed1fb9c0412122e0cb057f4fd777f51e466000ee691ba98224b82c31f7866,cutouts/0eb51cbb654b0cc7d30d0b97bb344e9a3988f0b3190dac4dcac007f522dd56f6.png,,OK,accepted,
0ec968dadd895e266ab9d60bbb122ac72fbf0940012ab4d7329f84d6f01f2072,7909930024939,train,00ff73ef081f3b0e8bc30ebc465d4e02ad89041d075e7b7b6f6855a1ae125612,images/train/0ec968dadd895e266ab9d60bbb122ac72fbf0940012ab4d7329f84d6f01f2072.jpg,rgb,293,126,910,1069,617,943,573926,c6d7d5a6ab97ec25fc40a74693c0285df7c8e9b04aa9fdb027835a12e2ab3daf,cutouts/0ec968dadd895e266ab9d60bbb122ac72fbf0940012ab4d7329f84d6f01f2072.png,,OK,accepted,
0f4ab1c1aa39b01af5a5ebe9bcde1361ffad5676576d7e658c1943223abd81e8,7779970831312,train,036a1cc1aa5f0909dc4337db810f0707028c03b4d26aaa648a751a590a178210,images/train/0f4ab1c1aa39b01af5a5ebe9bcde1361ffad5676576d7e658c1943223abd81e8.jpg,rgb,265,132,953,1053,688,921,582787,69f0ad03cfe445d06c6c1310e07e82e7f2ace3b947ce7bda5cf10c7c1ceed735,cutouts/0f4ab1c1aa39b01af5a5ebe9bcde1361ffad5676576d7e658c1943223abd81e8.png,,OK,accepted,
0f70ed2a1b83789ec7e9761765ef6902ad35ea7728cd4acc9a6c4789c117b1a1,7702032553785,train,c584a26fcd15238e70810a1d758a55ba549c4059283756b913fe50bc3e93d317,images/train/0f70ed2a1b83789ec7e9761765ef6902ad35ea7728cd4acc9a6c4789c117b1a1.jpg,rgb,288,73,713,904,425,831,322582,6c5b700ddecdfbe8b1003f43a3084451ca81d40218c33e66aa6c2ca8cedbe433,cutouts/0f70ed2a1b83789ec7e9761765ef6902ad35ea7728cd4acc9a6c4789c117b1a1.png,,OK,accepted,
0faebb767d90ed4e799114c35526851f4ebf304607f214b65e4146ac17be9e38,7792070002192,train,b942fd931b522db2937f013d2e0621c40144630a71728b7330aa6ba3c9f17d81,images/train/0faebb767d90ed4e799114c35526851f4ebf304607f214b65e4146ac17be9e38.jpg,rgb,488,103,707,1119,219,1016,189088,0bab6aa70b7b7de2fa1c2f0e0981836f2fe30fb4d18eade22acc793d0a383fb2,cutouts/0faebb767d90ed4e799114c35526851f4ebf304607f214b65e4146ac17be9e38.png,,OK,accepted,
105d8b6ec91eb3fbceadd686998848cfa48ea04a6034a24b91bb0106ace77744,7896058503012,train,9be3038cfc3488d25440f0015971911282b9d975533c450f1af5468bde907a69,images/train/105d8b6ec91eb3fbceadd686998848cfa48ea04a6034a24b91bb0106ace77744.jpg,rgb,189,95,1011,1109,822,1014,532810,a159eb5e1dcf41559a0f69966620b91d47c0e95950c070deff23a6c0f3036cd3,cutouts/105d8b6ec91eb3fbceadd686998848cfa48ea04a6034a24b91bb0106ace77744.png,,OK,accepted,
107893974fd9034cb81cb8962d045fa510f4cc53cb3f7e3757edab13b232e694,7503037746239,train,fdb2ff2f934089d974dab9abc9d96ec8256170f7458bc4954b8dde574e1e274a,images/train/107893974fd9034cb81cb8962d045fa510f4cc53cb3f7e3757edab13b232e694.jpg,rgb,224,108,992,1106,768,998,681241,d95aeb66eec5d6d2b2a0ace96134716de3e71da2696e6742a832e7bdc200f4f2,cutouts/107893974fd9034cb81cb8962d045fa510f4cc53cb3f7e3757edab13b232e694.png,,OK,accepted,
109f9f68232b681d39fee052604b6da228430a99d05f77bf3b9b62da25ce4ba8,7774440631065,train,7989def5ed2d66106bb1b585a0927fcfeb20546cf3441a13555c9bf1e8417248,images/train/109f9f68232b681d39fee052604b6da228430a99d05f77bf3b9b62da25ce4ba8.jpg,rgb,337,120,854,1048,517,928,437783,86f9cf77772eb44e81c069e2635c07539ef68d2291952655e6c930f37b689bde,cutouts/109f9f68232b681d39fee052604b6da228430a99d05f77bf3b9b62da25ce4ba8.png,,OK,accepted,
113535f9bb4f848527746cb06254de89865bc412cf5aed1ad9f4cc2075a2d021,3501113,train,63455251accaffa8b0e7f30044536a3afc42be450c8f1f923a48849bdb64ac81,images/train/113535f9bb4f848527746cb06254de89865bc412cf5aed1ad9f4cc2075a2d021.jpg,rgb,166,115,992,1076,826,961,224262,26191b77fe6b9843b4afbde7d43f2ebc7c97aebf48f631885299c96add8e393e,cutouts/113535f9bb4f848527746cb06254de89865bc412cf5aed1ad9f4cc2075a2d021.png,,OK,accepted,
11483d77e76c37558fa0103f49b35a3ffd5040c6c3cdd85aa3be308dffe8e008,7770109740079,train,aca1f630dc5852d9f8bf5f368109a664683867639f06941225a65f3f8413e321,images/train/11483d77e76c37558fa0103f49b35a3ffd5040c6c3cdd85aa3be308dffe8e008.jpg,rgb,350,212,850,988,500,776,264897,29fa36178e9880dad84e9d8d888fa1f132d744546c91d69f3aaf2c79d939deca,cutouts/11483d77e76c37558fa0103f49b35a3ffd5040c6c3cdd85aa3be308dffe8e008.png,,OK,accepted,
11697bf0d91da83bc0a1528837bea352721c0442895396ba6b778e8652fbddfc,8809686120277,train,dde6505620862b3a0d2f287f159fb717f49036a2ec8f347a5df10d9a8722b006,images/train/11697bf0d91da83bc0a1528837bea352721c0442895396ba6b778e8652fbddfc.jpg,rgb,225,327,994,899,769,572,300530,93868f4d0b3d034c5de1ac6fb1925a08b29e2f2843c8ff03281e053ace047087,cutouts/11697bf0d91da83bc0a1528837bea352721c0442895396ba6b778e8652fbddfc.png,,OK,accepted,
11c64db264ad091b96c6bd3b13461505d0758f60fafb5670222b250ee69b2fc5,9000210,train,9e8f1bab29a07258f79251f7cb4a758ef478a6a567bf27fc3544e0b2a236dbc1,images/train/11c64db264ad091b96c6bd3b13461505d0758f60fafb5670222b250ee69b2fc5.jpg,rgb,346,120,848,1080,502,960,433926,08dec67b15bb3cc8cc5d199f30096492e3aeadeae87fdecaf12cf8d5c3cb3cc0,cutouts/11c64db264ad091b96c6bd3b13461505d0758f60fafb5670222b250ee69b2fc5.png,,OK,accepted,
11f9917f633ced677823c569768cf9762a25da4c6af66c91a93ccb8522acefb2,7898930142654,train,eaa93b4ee366f774fae9e057c709fc65b96f46b7485374b2354ba29ce3f748d8,images/train/11f9917f633ced677823c569768cf9762a25da4c6af66c91a93ccb8522acefb2.jpg,rgb,306,169,893,1075,587,906,478537,ee885b03b6d193d8eefd948c0e9aab350172833fab09c057ea284bf04e3dcc61,cutouts/11f9917f633ced677823c569768cf9762a25da4c6af66c91a93ccb8522acefb2.png,,OK,accepted,
1227cd709b3a9cbb310cd30506979cb5e09d1578b17f41dee47eb1444c32bd9a,7509552982732,train,18621f548b4ca1b479e673373477c233b2d6c86611a999b119fe9af7abb68ca2,images/train/1227cd709b3a9cbb310cd30506979cb5e09d1578b17f41dee47eb1444c32bd9a.jpg,rgb,457,105,713,1119,256,1014,240927,7901f7b702486523ff3c71e5756bf6649c7a5608ed3f9b9d102dc209f9eed6fc,cutouts/1227cd709b3a9cbb310cd30506979cb5e09d1578b17f41dee47eb1444c32bd9a.png,,OK,accepted,
126675cc86ddf627382b527c3592c38704ad0956c55d0b82b440ac0d3bf851bf,7774904407489,train,d2f562c40ac9e834608b22345ba05c6a00fabfe9c4c5e975836b2cd046c5b2e2,images/train/126675cc86ddf627382b527c3592c38704ad0956c55d0b82b440ac0d3bf851bf.jpg,rgb,303,172,900,1034,597,862,409349,d150e64e385986a0ef7fe89f2fb71b8b50946dcd52bb7f8269b39e9dbf386d5c,cutouts/126675cc86ddf627382b527c3592c38704ad0956c55d0b82b440ac0d3bf851bf.png,,OK,accepted,
12769f487503d38c6bb966d65a432adb0fb771faebf3c52c9c155eadcdae1d73,9000212,train,42b5bbfcf6660bfb754c07e833cc2980fa1b5d9887c054ffafd67022c28d4539,images/train/12769f487503d38c6bb966d65a432adb0fb771faebf3c52c9c155eadcdae1d73.jpg,rgb,134,436,1070,763,936,327,301149,3ce0ace6439ab98fc29bb1c56026f28776eb973fa6adbed0171227139b080927,cutouts/12769f487503d38c6bb966d65a432adb0fb771faebf3c52c9c155eadcdae1d73.png,,OK,accepted,
12d686f87a2f07f8eb2c0566b38c73d270aa60eead91023cf4d8e02f9a234842,7840185788514,train,35ffbe3c0515e8453bb276752a2110bc89f2042818b6387ca80b9fc13ca818e9,images/train/12d686f87a2f07f8eb2c0566b38c73d270aa60eead91023cf4d8e02f9a234842.jpg,rgb,340,131,860,1074,520,943,439210,e9cd43b376b423ab6a49f7ca6ace6a0d324d8ad7c50cfcf1b2a3d98163447a2a,cutouts/12d686f87a2f07f8eb2c0566b38c73d270aa60eead91023cf4d8e02f9a234842.png,,OK,accepted,
14643e59a3728bce37a0bcea1f6cb5d6ffbe261b40aeed2a890d13f3b897586f,7896404600099,train,7045219e8644ed820f40b080fddff34a0f50ad055ce91515f0a59f81a970f994,images/train/14643e59a3728bce37a0bcea1f6cb5d6ffbe261b40aeed2a890d13f3b897586f.jpg,rgb,367,65,818,1136,451,1071,344923,eb42658ab873f86c129f3279584ce1f80b5c5d4c6134fb52c1365c9ab7d3e838,cutouts/14643e59a3728bce37a0bcea1f6cb5d6ffbe261b40aeed2a890d13f3b897586f.png,,OK,accepted,
1468fabe8909611b50ac95c14eb4271c2af67b80be2a8d321ca6a0d1ba3fb26a,077948588,train,c1ce0e716162b655d2245bf96c0cb2d160268e19ae6ccca1936454d3bc172a72,images/train/1468fabe8909611b50ac95c14eb4271c2af67b80be2a8d321ca6a0d1ba3fb26a.jpg,rgb,133,445,1071,756,938,311,284248,adce24db86c3ed1e505bd5c0daf249ca717566ab8df1cb12d4b031f5b933aaff,cutouts/1468fabe8909611b50ac95c14eb4271c2af67b80be2a8d321ca6a0d1ba3fb26a.png,,OK,accepted,
165c470a8cc984630b9f2fc0cdb7dd94e7222d2d2af06084afeaaf48adc14405,7771260760067,train,1a1429e73bf8b645419564b8ea1d78428c167ec533b1d14f3ebf861f90040c40,images/train/165c470a8cc984630b9f2fc0cdb7dd94e7222d2d2af06084afeaaf48adc14405.jpg,rgb,470,151,730,1066,260,915,196374,0c76bdf448753314eb13f47912329900e2c2e195c302c302aaf86e5f7ffb96c3,cutouts/165c470a8cc984630b9f2fc0cdb7dd94e7222d2d2af06084afeaaf48adc14405.png,,OK,accepted,
170d93cfec9379c1938f55110bb50320fc3ae5e339dd0872f3f59d2a5d8da104,7896451912541,train,fae1a4ceb6622e17faeec2d5a5e9845737a92665f4f37dc930c5bc84a6e39f67,images/train/170d93cfec9379c1938f55110bb50320fc3ae5e339dd0872f3f59d2a5d8da104.jpg,rgb,374,119,811,1073,437,954,406636,a29f4214c4a3df77f7460dfc6e61da9fa4f2a26c4707f2a871e23c5c37f18ad5,cutouts/170d93cfec9379c1938f55110bb50320fc3ae5e339dd0872f3f59d2a5d8da104.png,,OK,accepted,
1737c47accb029f4a7a9758fe9027398c8ba4f9ffbc88c985c150c9d87973672,7770108960157,train,2d8970002d6496a81133c8079afb9fbc3812e900ced354fa8ef3fe4a8e19f9be,images/train/1737c47accb029f4a7a9758fe9027398c8ba4f9ffbc88c985c150c9d87973672.jpg,rgb,361,177,793,998,432,821,303907,2bfc1e4eb46e7e8a0fb884d510dc14a0d4f0b3b5281370a6504987200d41b521,cutouts/1737c47accb029f4a7a9758fe9027398c8ba4f9ffbc88c985c150c9d87973672.png,,OK,accepted,
173db71f8ca9cc653effd5a99a39a21469852783fdb54d56fd8b23d60e25b20c,7841503002497,train,a94846896ac3f1700224adc1855ef79fc8def17af61d9817d6c248b977957c21,images/train/173db71f8ca9cc653effd5a99a39a21469852783fdb54d56fd8b23d60e25b20c.jpg,rgb,161,410,1031,738,870,328,251697,530bc9b3deaf434c5ce83b789096c715337cdff590be3d3108bab1d1deeb5037,cutouts/173db71f8ca9cc653effd5a99a39a21469852783fdb54d56fd8b23d60e25b20c.png,,OK,accepted,
